"ID","SexF","Twin","HornType","BirthYear","PopSize","BirthWt","Age","MumID","MumAge","ELISARunDate","PlateNumber","StorageTime","CapHour_Tertiles","IGF1","Weight","ForeLeg","HornLen","BredAsAYearling","Survival"
621,"0",0,"Normal",2022,510,2.400000095,117,621,3,"10/3/2024",14,1,"Afternoon",432.42672135,12.9,111,126,NA,0
634,"0",0,"Scurred",2022,510,2.910000086,117,634,5,"10/3/2024",14,1,"Morning",432.0641392,14.15,117,15,0,0
664,"0",0,"Scurred",2022,510,NA,122,664,2,"10/3/2024",14,1,"Morning",526.3105358,8.55,107,22,0,0
591,"0",0,"Normal",2022,510,2.00999999,124,591,4,"10/3/2024",14,1,"Morning",411.009202,14.3,108,141,0,1
605,"0",0,"Normal",2022,510,2.029999971,114,605,6,"10/3/2024",14,1,"Morning",393.7307599,12.8,110,151,0,1
646,"0",0,"Normal",2022,510,2.5,106,646,4,"10/3/2024",14,1,"Morning",417.91479985,12.6,110,153,0,0
607,"1",0,"Polled",2022,510,2.220000029,116,607,6,"10/3/2024",14,1,"Morning",349.60485995,12.5,110,NA,1,1
601,"0",0,"Normal",2022,510,2.299999952,121,601,8,"10/3/2024",14,1,"Evening",195.7049699,8.8,99,101,0,0
613,"0",0,"Normal",2022,510,1.480000019,114,613,3,"10/3/2024",14,1,"Morning",278.2096622,10.4,100,134,0,0
669,"0",0,"Normal",2022,510,NA,128,669,2,"10/3/2024",14,1,"Morning",371.6030115,6.7,97,66,0,1
668,"1",0,"Polled",2022,510,NA,128,668,5.456,"10/3/2024",14,1,"Morning",204.8896861,7.65,93,NA,0,0
663,"1",0,"Scurred",2022,510,NA,122,663,2,"10/3/2024",14,1,"Morning",219.59016825,9.1,97,NA,0,1
632,"1",0,"Polled",2022,510,1.649999976,111,632,4,"10/3/2024",14,1,"Morning",325.4642359,11.5,105,NA,0,1
660,"0",0,"Normal",2022,510,NA,91,660,9,"10/3/2024",14,1,"Morning",485.82658235,10.25,106,131,0,0
603,"1",0,"Polled",2022,510,2.619999886,114,603,4,"10/3/2024",14,1,"Morning",363.3601913,13.05,114,NA,0,1
625,"1",0,"Polled",2022,510,2.470000029,112,625,7,"10/3/2024",14,1,"Morning",449.21289315,12.15,110,NA,0,1
321,"0",0,"Normal",2018,378,2.279999971,112,321,7,"10/3/2024",14,5,"Afternoon",481.4804016,15,113,196,1,1
285,"0",0,"Normal",2018,378,1.950000048,113,285,6,"10/3/2024",14,5,NA,342.4772297,10.7,97,109,0,0
287,"1",0,"Polled",2018,378,1.620000005,113,287,3,"10/3/2024",14,5,"Evening",442.7539602,10.95,104,NA,1,0
329,"1",0,"Scurred",2018,378,2.74000001,115,329,5,"10/3/2024",14,5,"Morning",308.0835859,14.95,114,1,1,1
298,"1",0,"Scurred",2018,378,1.940000057,110,298,5,"10/3/2024",14,5,NA,448.1279862,13.6,111,NA,1,1
311,"1",0,"Scurred",2018,378,2.579999924,109,311,7,"10/3/2024",14,5,"Evening",447.7075404,15.65,114,15,1,1
281,"0",0,"Normal",2018,378,2.549999952,111,281,5.456,"10/3/2024",14,5,"Morning",386.1159149,12.45,110,88,0,0
342,"1",0,"Scurred",2018,378,2.609999895,104,342,8,"10/3/2024",14,5,"Evening",438.11458715,12.5,111,4,1,0
289,"0",1,"Normal",2018,378,1.850000024,113,289,9,"10/3/2024",14,5,"Evening",609.4759248,11.9,106,143,1,1
304,"1",0,"Normal",2018,378,2.369999886,114,304,3,"10/3/2024",14,5,"Morning",437.71354125,11.85,111,85,1,1
282,"0",0,"Normal",2018,378,2.099999905,115,282,10,"10/3/2024",14,5,"Evening",468.42962955,14,111,86,0,0
313,"1",0,"Polled",2018,378,1.320000052,108,313,9,"10/3/2024",14,5,NA,555.03483715,12.25,105,NA,1,1
341,"0",0,"Normal",2018,378,2.069999933,104,341,8,"10/3/2024",14,5,"Evening",505.00642145,10.7,108,115,0,1
294,"0",0,"Normal",2018,378,2.319999933,112,294,6,"10/3/2024",14,5,"Evening",551.85448305,13.8,113,120,0,NA
337,"1",0,"Scurred",2018,378,2.640000105,104,337,5,"10/3/2024",14,5,NA,502.2965612,13.35,109,NA,0,1
351,"0",0,"Normal",2018,378,NA,123,351,5,"10/3/2024",14,5,"Morning",597.20137905,15.2,113,167,0,1
310,"1",1,"Scurred",2018,378,1.379999995,113,310,5.456,"10/3/2024",14,5,"Morning",364.51083125,8.2,98,3,0,1
340,"1",0,"Scurred",2018,378,2.099999905,108,340,5.456,"10/3/2024",14,5,"Morning",352.9595223,13.15,111,1,0,1
356,"1",0,"Polled",2018,378,NA,123,356,4,"10/3/2024",14,5,"Morning",636.4693364,11.4,107,NA,1,1
441,"0",1,"Normal",2020,502,1.960000038,121,441,8,"11/3/2024",15,3,"Afternoon",434.5176724,14.2,111,113,0,0
450,"1",0,"Polled",2020,502,3.950000048,106,450,2,"11/3/2024",15,3,"Afternoon",566.99667355,11.6,110,NA,1,1
482,"0",0,"Normal",2020,502,NA,129,482,5.456,"11/3/2024",15,3,"Afternoon",417.6201565,15.9,111,160,NA,1
480,"1",0,"Normal",2020,502,NA,128,480,8,"11/3/2024",15,3,"Afternoon",381.1505036,13.25,104,117,0,1
477,"0",0,"Normal",2020,502,NA,123,477,4,"11/3/2024",15,3,"Afternoon",478.6191387,16.95,113,165,0,1
446,"1",1,"Scurred",2020,502,2.309999943,108,446,4,"11/3/2024",15,3,"Afternoon",316.10632045,9.1,99,2,0,1
443,"1",0,"Scurred",2020,502,2.859999895,115,443,5,"11/3/2024",15,3,"Afternoon",379.0100083,12.45,115,1,1,1
466,"1",0,"Polled",2020,502,NA,122,466,5,"11/3/2024",15,3,"Afternoon",412.555176,11.8,106,NA,1,0
444,"0",0,"Normal",2020,502,4.050000191,109,444,4,"11/3/2024",15,3,"Afternoon",545.3436824,18,120,202,0,0
485,"0",0,"Normal",2020,502,NA,129,485,5.456,"11/3/2024",15,3,"Afternoon",556.06089885,14.25,111,170,NA,NA
459,"0",0,"Normal",2020,502,NA,130,459,3,"11/3/2024",15,3,"Morning",361.98680845,14.8,112,140,0,1
488,"1",1,"Scurred",2020,502,NA,131,488,6,"11/3/2024",15,3,"Afternoon",426.0713186,13.7,107,2,0,1
449,"0",1,"Normal",2020,502,2.529999971,107,449,8,"11/3/2024",15,3,"Afternoon",443.3628723,10.15,106,87,0,1
455,"1",0,"Scurred",2020,502,NA,133,455,5,"11/3/2024",15,3,"Afternoon",211.05907705,13.5,113,NA,0,1
473,"1",0,"Polled",2020,502,NA,127,473,7,"11/3/2024",15,3,"Evening",370.93403695,16,114,NA,0,1
453,"1",0,"Normal",2020,502,NA,135,453,3,"11/3/2024",15,3,"Afternoon",281.0968747,10.05,98,80,0,1
445,"0",1,"Normal",2020,502,3.049999952,108,445,6,"11/3/2024",15,3,"Afternoon",398.57504385,14.3,111,91,0,0
458,"1",0,"Polled",2020,502,NA,130,458,5,"11/3/2024",15,3,"Morning",379.01677145,14.45,113,NA,1,0
457,"0",0,"Normal",2020,502,NA,130,457,5.456,"11/3/2024",15,3,"Morning",334.6022823,10.4,103,94,0,0
452,"0",0,"Normal",2020,502,NA,140,452,6,"11/3/2024",15,3,"Morning",510.81072685,14.7,106,117,0,0
616,"1",0,"Scurred",2022,510,2.049999952,113,616,4,"11/3/2024",15,1,"Morning",379.45706605,12,110,NA,1,0
641,"0",0,"Normal",2022,510,1.789999962,109,641,4,"11/3/2024",15,1,"Morning",325.1329495,8.85,100,140,0,0
627,"0",1,"Normal",2022,510,1.190000057,115,627,4,"11/3/2024",15,1,"Afternoon",55.53041503,5.55,82,42,0,0
623,"0",0,"Normal",2022,510,1.840000033,117,623,3,"11/3/2024",15,1,"Afternoon",364.1212186,8.6,100,78,NA,1
659,"1",0,"Scurred",2022,510,NA,99,659,8,"11/3/2024",15,1,"Morning",379.0337978,11.25,105,2,1,1
665,"1",0,"Scurred",2022,510,NA,122,665,5.456,"11/3/2024",15,1,"Afternoon",348.72719025,15.1,102,6,0,1
633,"1",1,"Normal",2022,510,1.710000038,115,633,5,"11/3/2024",15,1,"Afternoon",459.3579344,12.25,107,90,0,0
615,"1",0,"Polled",2022,510,2.349999905,112,615,10,"11/3/2024",15,1,"Morning",278.06764345,8.75,101,NA,0,0
597,"1",0,"Polled",2022,510,2,116,597,3,"11/3/2024",15,1,"Afternoon",443.3686386,12,107,NA,1,1
649,"1",0,"Polled",2022,510,2.299999952,104,649,3,"11/3/2024",15,1,"Morning",452.20389625,9.95,104,NA,0,1
648,"1",0,"Polled",2022,510,2.029999971,106,648,7,"11/3/2024",15,1,"Morning",133.0423485,5.3,90,NA,0,0
656,"1",0,"Scurred",2022,510,3.650000095,109,656,10,"11/3/2024",15,1,"Morning",470.26721835,11.65,107,2,0,0
609,"1",0,"Normal",2022,510,1.620000005,115,609,3,"11/3/2024",15,1,"Morning",416.36084895,10.2,103,74,0,0
636,"0",0,"Normal",2022,510,2.869999886,110,636,8,"11/3/2024",15,1,"Morning",403.21296875,15.45,115,145,0,1
610,"0",1,"Normal",2022,510,1.779999971,113,610,6,"11/3/2024",15,1,"Afternoon",581.90387635,11.55,107,57,0,1
642,"1",0,"Polled",2022,510,1.820000052,107,642,3,"11/3/2024",15,1,"Afternoon",372.2213448,10.6,107,NA,1,1
667,"0",0,"Scurred",2022,510,NA,126,667,1,"11/3/2024",15,1,"Evening",327.30250775,6.8,95,24,0,0
658,"1",0,"Scurred",2022,510,NA,93,658,6,"11/3/2024",15,1,"Afternoon",409.5899723,10.3,103,5,0,0
612,"0",0,"Normal",2022,510,2.339999914,118,612,4,"11/3/2024",15,1,"Evening",553.3086728,12.5,114,107,0,0
318,"0",0,"Scurred",2018,378,2.619999886,112,318,8,"11/3/2024",16,5,"Morning",459.4535802,14.05,114,NA,0,1
307,"0",0,"Normal",2018,378,1.480000019,111,307,6,"11/3/2024",16,5,"Afternoon",610.14701675,13.8,111,101,0,1
314,"1",0,"Scurred",2018,378,2.319999933,110,314,6,"11/3/2024",16,5,"Afternoon",528.94950205,14,116,NA,0,1
309,"1",1,"Scurred",2018,378,1.299999952,113,309,5.456,"11/3/2024",16,5,"Morning",511.3403887,9,97,1,0,1
302,"0",0,"Normal",2018,378,1.389999986,110,302,8,"11/3/2024",16,5,"Evening",619.55251325,11.5,103,100,0,0
330,"1",0,"Polled",2018,378,2.069999933,108,330,7,"11/3/2024",16,5,"Afternoon",438.0308142,12.2,108,NA,1,1
295,"0",0,"Normal",2018,378,1.950000048,111,295,11,"11/3/2024",16,5,NA,340.4187692,10.7,104,101,0,0
300,"0",0,"Normal",2018,378,1.629999995,110,300,3,"11/3/2024",16,5,NA,416.55430575,11.45,101,91,0,1
348,"0",0,"Normal",2018,378,NA,119,348,8,"11/3/2024",16,5,"Evening",501.07709265,15.25,113,93,0,1
288,"0",0,"Normal",2018,378,2.25999999,113,288,5,"11/3/2024",16,5,NA,624.22546775,15.1,116,99,0,NA
334,"0",1,"Normal",2018,378,2.089999914,105,334,4,"11/3/2024",16,5,"Evening",449.6281158,8.75,99,82,NA,NA
336,"0",1,"Normal",2018,378,1.710000038,105,336,5.456,"11/3/2024",16,5,NA,601.22497435,13.8,109,123,0,0
279,"0",0,"Normal",2018,378,2.200000048,122,279,6,"11/3/2024",16,5,"Morning",300.9488947,11.4,105,67,0,1
299,"1",0,"Scurred",2018,378,1.74000001,110,299,3,"11/3/2024",16,5,NA,403.21868785,8.8,97,1,0,1
324,"0",1,"Scurred",2018,378,1.320000052,116,324,7,"11/3/2024",16,5,"Morning",444.7042721,11.95,106,27,0,1
349,"1",0,"Normal",2018,378,NA,121,349,9,"11/3/2024",16,5,"Afternoon",576.93509595,13.3,114,96,1,1
316,"0",0,"Normal",2018,378,1.649999976,108,316,2,"11/3/2024",16,5,NA,467.19701965,11.4,106,72,0,1
338,"1",0,"Scurred",2018,378,1.480000019,108,338,2,"11/3/2024",16,5,"Morning",318.86469165,9.45,96,NA,0,1
320,"1",0,"Normal",2018,378,2.049999952,107,320,4,"11/3/2024",16,5,"Evening",491.9431919,12,109,102,1,0
339,"1",0,"Scurred",2018,378,2.529999971,97,339,6,"11/3/2024",16,5,"Evening",595.04501715,12.15,112,NA,1,1
280,"1",0,"Scurred",2018,378,2,125,280,4,"11/3/2024",16,5,"Morning",386.46166425,13.15,104,NA,1,1
70,"1",0,"Polled",2015,513,NA,94,70,9,"11/3/2024",16,8,NA,492.2298149,11.8,NA,NA,0,0
61,"1",0,"Polled",2015,513,2.349999905,98,61,5,"11/3/2024",16,8,"Evening",378.02631475,11.15,109,NA,0,0
48,"1",1,"Polled",2015,513,1.409999967,103,48,7,"11/3/2024",16,8,"Afternoon",327.120963,5.9,89,NA,0,0
54,"1",0,"Polled",2015,513,2.099999905,98,54,8,"11/3/2024",16,8,"Afternoon",593.0148515,10.45,105,NA,0,NA
52,"1",0,"Polled",2015,513,2.339999914,99,52,7,"11/3/2024",16,8,"Evening",546.88873745,11.2,109,NA,0,0
34,"0",0,"Normal",2015,513,2.74000001,110,34,6,"11/3/2024",16,8,"Afternoon",631.9972631,17.05,113,187,0,0
43,"1",0,"Scurred",2015,513,1.700000048,103,43,3,"11/3/2024",16,8,"Afternoon",414.09622905,10.2,100,2,0,1
56,"1",1,"Scurred",2015,513,1.75,98,56,7,"11/3/2024",16,8,"Afternoon",194.1232348,7.3,101,1,0,0
51,"0",0,"Normal",2015,513,2.299999952,102,51,7,"11/3/2024",16,8,"Afternoon",575.3623763,14.15,110,155,0,0
72,"0",0,NA,2015,513,4.449999809,0,72,7,"11/3/2024",16,8,NA,783.72970145,4.45,NA,NA,0,NA
476,"0",1,"Normal",2020,502,NA,123,476,7,"11/3/2024",16,3,NA,427.67268895,10.65,105,147,0,0
468,"1",1,"Scurred",2020,502,NA,122,468,5,"11/3/2024",16,3,"Morning",470.81408995,12.55,110,NA,1,1
456,"1",0,"Normal",2020,502,NA,132,456,2,"11/3/2024",16,3,"Morning",380.12306595,12.25,111,96,0,1
451,"0",1,"Normal",2020,502,2.670000076,106,451,10,"11/3/2024",16,3,"Afternoon",433.57712865,10.8,106,61,0,0
462,"0",0,"Normal",2020,502,NA,128,462,6,"11/3/2024",16,3,"Morning",540.13081265,15.7,111,121,0,1
464,"1",0,"Scurred",2020,502,NA,128,464,2,"11/3/2024",16,3,"Evening",372.51108565,11.5,104,NA,1,0
487,"0",0,"Normal",2020,502,NA,129,487,5.456,"11/3/2024",16,3,"Morning",524.9687754,14.3,114,169,0,NA
474,"0",0,"Normal",2020,502,NA,126,474,5.456,"11/3/2024",16,3,"Morning",511.3420952,12.65,111,94,0,1
661,"0",0,"Scurred",2022,510,NA,33,661,6,"11/3/2024",17,1,"Morning",819.53606405,7.2,103,13,0,1
639,"0",0,"Normal",2022,510,1.799999952,108,639,3,"11/3/2024",17,1,"Morning",141.28958055,7.05,95,56,0,0
637,"0",0,"Normal",2022,510,2.789999962,114,637,7,"11/3/2024",17,1,"Evening",381.4593949,12.65,106,125,0,1
645,"1",0,"Scurred",2022,510,2.220000029,108,645,3,"11/3/2024",17,1,"Morning",374.3999885,11.1,109,1,0,1
626,"1",0,"Normal",2022,510,2.039999962,108,626,4,"11/3/2024",17,1,"Morning",336.63813975,10.75,108,66,0,0
614,"0",0,"Normal",2022,510,2.599999905,118,614,5,"11/3/2024",17,1,"Afternoon",529.2225111,15.35,110,184,0,0
593,"0",0,"Normal",2022,510,2.390000105,125,593,5,"11/3/2024",17,1,"Evening",502.84340175,16.7,115,133,0,0
599,"1",0,"Polled",2022,510,1.820000052,122,599,5,"11/3/2024",17,1,"Afternoon",237.0503497,11.05,106,NA,1,0
602,"0",0,"Normal",2022,510,2.430000067,123,602,4,"11/3/2024",17,1,"Morning",456.7898743,15.9,115,52,0,0
644,"0",0,"Normal",2022,510,2.289999962,108,644,3,"11/3/2024",17,1,"Morning",323.236083,11.05,105,103,0,0
606,"1",0,"Normal",2022,510,1.470000029,120,606,5.456,"11/3/2024",17,1,"Evening",237.0388231,6.9,96,47,0,0
652,"0",0,"Normal",2022,510,2.079999924,111,652,2,"11/3/2024",17,1,"Morning",284.0323368,9,95,102,0,1
651,"0",1,"Normal",2022,510,1.580000043,110,651,4,"11/3/2024",17,1,"Afternoon",220.0677018,6.65,88,51,0,0
595,"0",0,"Normal",2022,510,1.899999976,123,595,4,"11/3/2024",17,1,"Evening",481.7360617,11.4,106,132,0,0
617,"1",0,"Scurred",2022,510,2.140000105,112,617,7,"11/3/2024",17,1,"Afternoon",338.1517592,12.3,110,4,1,1
653,"0",0,"Normal",2022,510,2.089999914,103,653,2,"11/3/2024",17,1,"Morning",258.74490235,7.4,99,58,0,0
666,"1",0,"Scurred",2022,510,NA,126,666,10,"11/3/2024",17,1,"Evening",524.7050338,10.1,101,1,0,0
657,"0",0,"Normal",2022,510,NA,96,657,8,"11/3/2024",17,1,"Morning",221.2430554,8.5,97,109,0,0
622,"1",1,"Polled",2022,510,1.99000001,117,622,8,"11/3/2024",17,1,"Afternoon",474.1769424,11.75,104,NA,0,1
442,"1",0,"Scurred",2020,502,3.599999905,116,442,8,"11/3/2024",17,3,"Afternoon",451.9557513,13.2,107,1,1,1
454,"0",0,"Normal",2020,502,NA,135,454,4,"11/3/2024",17,3,"Morning",442.60435475,14.5,111,200,0,0
465,"1",0,"Polled",2020,502,NA,127,465,2,"11/3/2024",17,3,"Afternoon",231.9956725,7.8,95,NA,0,0
292,"1",0,"Polled",2018,378,1.899999976,112,292,9,"11/3/2024",17,5,NA,305.14110605,8.1,99,NA,0,1
291,"1",0,"Polled",2018,378,1.399999976,112,291,3,"11/3/2024",17,5,"Evening",394.0680135,9.4,97,NA,0,0
347,"0",0,"Normal",2018,378,NA,119,347,3,"11/3/2024",17,5,NA,797.61805715,11.5,109,91,0,1
326,"1",1,"Polled",2018,378,1.179999948,108,326,6,"11/3/2024",17,5,"Evening",296.9957973,7.4,95,NA,0,0
355,"1",0,"Scurred",2018,378,NA,119,355,3,"11/3/2024",17,5,"Afternoon",672.01303965,11.2,110,2,1,1
297,"1",0,"Polled",2018,378,1.940000057,115,297,3,"11/3/2024",17,5,"Morning",455.71691105,13.35,109,NA,1,1
344,"1",0,"Scurred",2018,378,2.410000086,102,344,4,"11/3/2024",17,5,NA,581.8703785,14.15,112,1,1,1
301,"1",0,"Normal",2018,378,2.099999905,110,301,5,"11/3/2024",17,5,"Evening",650.3176917,13.15,111,108,0,0
312,"0",1,"Normal",2018,378,1.539999962,109,312,8,"11/3/2024",17,5,"Evening",530.2326019,9.05,106,83,0,0
331,"1",0,"Polled",2018,378,1.600000024,106,331,3,"11/3/2024",17,5,NA,231.37897145,5.25,91,NA,0,0
345,"1",0,"Normal",2018,378,1.799999952,99,345,4,"11/3/2024",17,5,"Afternoon",510.05799635,9.15,98,78,0,1
278,"0",0,"Normal",2018,378,1.879999995,120,278,6,"11/3/2024",17,5,"Afternoon",652.65463265,13.25,110,85,0,1
293,"0",0,"Normal",2018,378,2.140000105,121,293,6,"11/3/2024",17,5,"Morning",413.06238505,12.75,108,134,0,0
353,"0",0,"Normal",2018,378,NA,128,353,2,"11/3/2024",17,5,"Morning",421.78398315,8.25,97,118,0,0
303,"0",0,"Normal",2018,378,1.639999986,109,303,3,"11/3/2024",17,5,NA,467.2260301,9.7,107,91,0,0
333,"0",0,"Normal",2018,378,2.150000095,106,333,10,"11/3/2024",17,5,"Evening",576.5495085,13.2,112,159,0,1
332,"1",0,"Normal",2018,378,2.059999943,115,332,5,"11/3/2024",17,5,"Morning",432.97720805,13.85,107,15,0,1
598,"0",1,"Scurred",2022,510,1.539999962,122,598,9,"11/3/2024",18,1,"Afternoon",500.0059093,11.85,106,20,0,0
611,"0",0,"Normal",2022,510,2.430000067,112,611,4,"11/3/2024",18,1,"Morning",394.9514589,14,111,101,0,1
325,"1",0,"Normal",2018,378,1.889999986,108,325,10,"11/3/2024",18,5,NA,399.41305535,11.55,105,83,1,1
28,"0",0,"Normal",2014,482,NA,100,28,6,"11/3/2024",18,9,NA,566.80996505,13.4,104,104,1,NA
25,"1",0,"Scurred",2014,482,3.400000095,104,25,11,"11/3/2024",18,9,"Morning",344.6125437,9.95,104,1,1,0
30,"0",0,"Normal",2014,482,NA,70,30,1,"11/3/2024",18,9,NA,459.05947595,6.6,85,39,0,0
9,"1",0,"Normal",2014,482,2.269999981,119,9,6,"11/3/2024",18,9,"Morning",539.6616686,16.3,112,116,0,1
20,"0",0,"Normal",2014,482,2,114,20,4,"11/3/2024",18,9,"Morning",426.84500465,15.8,116,92,0,0
10,"1",0,"Polled",2014,482,2.799999952,111,10,3,"11/3/2024",18,9,"Morning",541.2975399,14.05,113,NA,1,0
7,"1",0,"Polled",2014,482,1.830000043,109,7,2,"11/3/2024",18,9,"Morning",389.25161965,11.1,104,NA,1,0
5,"0",0,"Normal",2014,482,2.400000095,120,5,5,"11/3/2024",18,9,"Morning",538.24370205,18.65,117,80,1,1
77,"0",0,"Normal",2015,513,NA,124,77,8,"11/3/2024",18,8,"Afternoon",547.7104583,10.7,105,111,0,NA
57,"1",0,"Scurred",2015,513,2.549999952,108,57,6,"11/3/2024",18,8,"Evening",510.8505858,12.4,107,1,0,0
58,"1",0,"Normal",2015,513,2.839999914,106,58,6,"11/3/2024",18,8,"Afternoon",401.52753895,13.9,112,71,0,NA
69,"1",0,"Scurred",2015,513,NA,101,69,5,"11/3/2024",18,8,"Afternoon",511.14327285,14.6,115,NA,1,0
39,"0",0,"Normal",2015,513,1.899999976,106,39,2,"11/3/2024",18,8,"Afternoon",379.3749669,11.1,NA,62,0,NA
67,"0",0,"Normal",2015,513,2.75,102,67,7,"11/3/2024",18,8,"Afternoon",485.39918925,11.35,106,142,0,NA
53,"0",0,"Normal",2015,513,3.299999952,99,53,3,"11/3/2024",18,8,"Evening",512.3706031,13.35,118,131,0,NA
55,"0",0,"Normal",2015,513,1.700000048,98,55,7,"11/3/2024",18,8,"Afternoon",583.20180215,9.95,101,139,0,NA
63,"0",0,"Normal",2015,513,1.850000024,105,63,2,"11/3/2024",18,8,"Afternoon",492.7605373,7.05,98,44,0,NA
44,"0",0,"Normal",2015,513,2.400000095,111,44,5.456,"11/3/2024",18,8,"Afternoon",529.55970035,12.05,110,135,0,0
46,"1",0,"Normal",2015,513,1.980000019,101,46,6,"11/3/2024",18,8,"Afternoon",410.8778264,10.55,104,78,0,0
62,"0",0,"Normal",2015,513,2.400000095,97,62,3,"11/3/2024",18,8,"Afternoon",522.65746705,11.4,110,64,0,NA
64,"1",0,"Normal",2015,513,2.359999895,98,64,8,"11/3/2024",18,8,"Evening",472.08387785,10.9,111,80,0,0
49,"1",1,"Polled",2015,513,1.549999952,103,49,7,"11/3/2024",18,8,"Afternoon",331.01985415,6.35,87,NA,0,0
59,"0",0,"Normal",2015,513,2.619999886,98,59,5,"11/3/2024",18,8,"Evening",529.1298709,14.9,114,113,0,0
115,"0",0,"Normal",2016,444,3.25,109,115,5,"11/3/2024",18,7,"Morning",555.9302754,17.45,112,146,1,1
35,"1",0,"Polled",2015,513,2.24000001,117,35,8,"11/3/2024",18,8,"Afternoon",468.6216043,10.95,109,NA,0,0
3,"1",0,"Polled",2014,482,2.599999905,111,3,5,"11/3/2024",18,9,"Afternoon",583.5442259,13.8,105,NA,1,1
26,"1",0,"Normal",2014,482,2.609999895,100,26,4,"11/3/2024",18,9,"Morning",596.81106405,11.7,111,81,1,1
2,"0",0,"Normal",2014,482,2.099999905,111,2,5,"11/3/2024",18,9,"Morning",567.56358005,13.2,107,104,0,NA
18,"0",1,"Normal",2014,482,1.850000024,105,18,4,"11/3/2024",18,9,"Morning",476.7582466,10.9,101,125,0,0
66,"0",0,"Normal",2015,513,1.850000024,95,66,7,"11/3/2024",18,8,"Afternoon",567.5348039,11.3,109,86,0,NA
50,"0",0,"Normal",2015,513,1.950000048,102,50,8,"11/3/2024",18,8,"Evening",308.97864305,7.8,105,55,0,0
31,"1",0,"Scurred",2014,482,NA,119,31,5,"11/3/2024",18,9,"Morning",518.0889063,14.3,111,NA,1,0
24,"1",1,"Scurred",2014,482,1.620000005,104,24,3,"11/3/2024",18,9,"Morning",449.3240411,12.95,106,1,1,1
1,"1",0,"Polled",2014,482,1.700000048,116,1,2,"11/3/2024",18,9,"Morning",453.2812692,12.95,110,NA,1,1
