"ID","SexF","Twin","HornType","BirthYear","PopSize","BirthWt","Age","MumID","MumAge","ELISARunDate","PlateNumber","StorageTime","CapHour_Tertiles","IGF1","Weight","ForeLeg","HornLen","BredAsAYearling","Survival"
187,"0",0,"Normal",2017,528,2.369999886,113,187,5,"8/3/2024",8,6,"Afternoon",527.2885037,16.65,116,54,0,0
275,"1",0,"Scurred",2017,528,NA,127,275,5,"8/3/2024",8,6,"Evening",492.52346095,12.75,110,61,1,0
245,"0",0,"Normal",2017,528,2.859999895,110,245,8,"8/3/2024",8,6,"Morning",635.91876965,15.85,108,159,0,0
232,"0",0,"Scurred",2017,528,1.919999957,106,232,4,"8/3/2024",8,6,"Morning",531.75555425,11.35,101,77,0,0
203,"1",0,"Scurred",2017,528,2.319999933,114,203,11,"8/3/2024",8,6,"Evening",435.66181105,9.45,103,10,0,0
206,"0",0,"Normal",2017,528,2.660000086,111,206,3,"8/3/2024",8,6,"Afternoon",505.668888,14.85,115,122,1,0
180,"1",0,"Polled",2017,528,1.889999986,122,180,8,"8/3/2024",8,6,"Afternoon",424.70598775,6.6,107,NA,1,0
266,"0",1,"Normal",2017,528,NA,3,266,9,"8/3/2024",8,6,NA,549.4202159,2.35,NA,NA,0,0
250,"1",0,"Polled",2017,528,2,108,250,7,"8/3/2024",8,6,"Morning",419.9791928,10.45,106,NA,0,0
234,"0",0,"Scurred",2017,528,2.75,106,234,8,"8/3/2024",8,6,"Morning",692.16690135,15.85,113,45,0,0
217,"1",0,"Normal",2017,528,2.599999905,116,217,8,"8/3/2024",8,6,"Evening",452.01579935,13.95,112,83,1,0
181,"0",0,"Normal",2017,528,2.079999924,114,181,7,"8/3/2024",8,6,"Afternoon",569.12686565,13.1,111,133,0,0
223,"1",0,"Polled",2017,528,1.850000024,115,223,2,"8/3/2024",8,6,"Evening",394.89451915,14.3,112,NA,1,0
229,"0",0,"Normal",2017,528,2.400000095,107,229,5,"8/3/2024",8,6,"Afternoon",570.5472889,14.85,120,73,0,0
383,"1",0,"Normal",2019,508,2.950000048,110,383,9,"8/3/2024",8,4,"Morning",436.0765967,13.8,111,71,1,1
403,"1",1,"Scurred",2019,508,1.460000038,106,403,3,"8/3/2024",8,4,"Afternoon",315.02397545,9.05,101,NA,0,1
430,"1",0,"Scurred",2019,508,2.599999905,103,430,6,"8/3/2024",8,4,"Evening",511.674448,12.6,107,2,1,1
416,"0",1,"Normal",2019,508,2.50999999,106,416,8,"8/3/2024",8,4,"Evening",453.4321531,12.65,111,73,0,0
381,"0",0,"Normal",2019,508,2.430000067,116,381,3,"8/3/2024",8,4,"Afternoon",559.9867368,15,112,148,0,0
417,"1",1,"Scurred",2019,508,1.679999948,106,417,8,"8/3/2024",8,4,"Evening",339.56731135,9.5,99,2,0,0
362,"1",0,"Normal",2019,508,2.299999952,117,362,6,"8/3/2024",8,4,"Morning",519.13492305,15,115,91,1,1
415,"1",0,"Normal",2019,508,2.279999971,106,415,5,"8/3/2024",8,4,"Evening",445.7635812,11.75,107,88,0,1
433,"0",1,"Scurred",2019,508,NA,90,433,3,"8/3/2024",8,4,"Afternoon",507.19410545,10.15,111,3,0,0
371,"1",0,"Scurred",2019,508,3,118,371,8,"8/3/2024",8,4,"Afternoon",444.2630436,13.7,117,5,1,1
423,"1",0,"Polled",2019,508,1.360000014,103,423,1,"8/3/2024",8,4,"Morning",302.30888625,8.25,89,NA,0,NA
372,"0",1,"Normal",2019,508,1.879999995,112,372,12,"8/3/2024",8,4,"Afternoon",573.41848975,12.45,109,170,0,0
369,"0",0,"Scurred",2019,508,2.400000095,119,369,3,"8/3/2024",8,4,"Evening",689.27430195,17.85,114,21,0,0
385,"0",0,"Normal",2019,508,2.619999886,109,385,7,"8/3/2024",8,4,"Afternoon",762.43549645,15.2,121,138,0,NA
424,"0",0,"Normal",2019,508,2.900000095,101,424,6,"8/3/2024",8,4,"Afternoon",644.60114635,14.5,119,132,0,0
382,"1",0,"Normal",2019,508,2.609999895,110,382,6,"8/3/2024",8,4,"Morning",508.3820378,14.55,112,96,1,1
435,"1",0,"Scurred",2019,508,NA,119,435,1,"8/3/2024",8,4,"Morning",442.3020871,8.05,94,5,1,0
390,"0",1,"Normal",2019,508,1.139999986,109,390,9,"8/3/2024",8,4,"Afternoon",279.2332055,6.55,88,58,0,0
389,"1",1,"Polled",2019,508,1.220000029,109,389,9,"8/3/2024",8,4,"Afternoon",359.0435067,7.5,92,NA,0,0
357,"0",0,"Normal",2019,508,2.220000029,127,357,6,"8/3/2024",9,4,"Evening",589.1172917,16.2,113,115,0,0
379,"0",0,"Normal",2019,508,2.779999971,110,379,4,"8/3/2024",9,4,"Afternoon",529.7201989,15.1,118,114,0,NA
421,"0",0,"Normal",2019,508,2.970000029,109,421,7,"8/3/2024",9,4,"Evening",477.25374285,15.45,116,108,0,0
367,"0",0,"Normal",2019,508,2.589999914,117,367,3,"8/3/2024",9,4,"Evening",637.08053165,16.6,112,121,0,0
425,"0",0,"Normal",2019,508,2.809999943,104,425,5,"8/3/2024",9,4,"Evening",616.62205125,13.45,115,151,0,0
388,"0",0,"Normal",2019,508,3.400000095,115,388,5,"8/3/2024",9,4,"Afternoon",430.3000366,15.65,114,156,0,1
397,"1",1,"Normal",2019,508,2.099999905,107,397,5,"8/3/2024",9,4,"Morning",460.2439002,12.1,104,60,0,0
438,"1",0,"Scurred",2019,508,NA,122,438,5.456,"8/3/2024",9,4,"Evening",487.44823235,15.65,111,1,0,1
386,"0",0,"Scurred",2019,508,2.099999905,109,386,4,"8/3/2024",9,4,"Afternoon",487.4517458,13.55,111,9,0,0
377,"1",0,"Scurred",2019,508,2.529999971,112,377,3,"8/3/2024",9,4,"Afternoon",628.5230738,14.15,112,NA,1,1
401,"1",0,"Normal",2019,508,1.320000052,110,401,1,"8/3/2024",9,4,"Afternoon",296.76938155,7.5,92,50,0,NA
373,"0",0,"Normal",2019,508,2.299999952,118,373,5.456,"8/3/2024",9,4,"Afternoon",436.93899505,11.55,106,89,0,1
405,"1",0,"Scurred",2019,508,2.680000067,106,405,5,"8/3/2024",9,4,"Morning",461.33752975,13.45,106,27,1,0
406,"0",0,"Scurred",2019,508,3.200000048,112,406,6,"8/3/2024",9,4,"Evening",479.6382274,15.6,119,14,0,1
363,"0",0,"Normal",2019,508,2.430000067,122,363,5.456,"8/3/2024",9,4,"Afternoon",336.4543308,15.1,113,75,0,1
410,"0",0,"Normal",2019,508,2.380000114,105,410,4,"8/3/2024",9,4,"Morning",446.2168103,13.25,112,158,0,0
368,"0",0,"Normal",2019,508,2.910000086,115,368,5,"8/3/2024",9,4,"Afternoon",472.61248265,17.45,117,160,0,0
370,"0",0,"Normal",2019,508,2.660000086,118,370,4,"8/3/2024",9,4,"Afternoon",470.03634445,17.05,115,140,1,1
396,"1",1,"Normal",2019,508,2.089999914,107,396,5,"8/3/2024",9,4,"Morning",372.8760549,12.95,105,60,0,1
439,"0",0,"Scurred",2019,508,NA,122,439,3,"8/3/2024",9,4,"Evening",630.4352048,13.35,113,37,0,0
224,"0",0,"Scurred",2017,528,1.620000005,107,224,2,"8/3/2024",9,6,"Morning",385.4078962,10.1,98,21,0,0
225,"1",1,"Polled",2017,528,2,107,225,9,"8/3/2024",9,6,NA,293.926195,11.05,101,NA,0,NA
267,"0",0,"Normal",2017,528,NA,108,267,8,"8/3/2024",9,6,NA,433.5111012,15.5,117,98,0,NA
228,"1",0,"Polled",2017,528,2.670000076,107,228,9,"8/3/2024",9,6,"Afternoon",422.9044891,12.1,105,NA,1,0
276,"1",0,"Polled",2017,528,NA,127,276,6,"8/3/2024",9,6,"Evening",401.5026043,13.95,114,NA,0,0
231,"1",0,"Polled",2017,528,3.049999952,107,231,5,"8/3/2024",9,6,"Afternoon",349.80567195,15.7,118,NA,0,0
249,"0",0,"Normal",2017,528,2.900000095,103,249,4,"8/3/2024",9,6,"Morning",568.14887695,15.95,110,75,0,NA
274,"1",0,"Scurred",2017,528,NA,127,274,3,"8/3/2024",9,6,"Afternoon",611.30630335,8.2,104,1,0,0
271,"1",0,"Scurred",2017,528,NA,119,271,9,"8/3/2024",9,6,"Morning",584.6962643,12.05,110,NA,1,0
248,"1",0,"Normal",2017,528,2.289999962,112,248,5,"8/3/2024",9,6,"Afternoon",496.0458133,13.8,109,79,1,0
209,"1",0,"Polled",2017,528,1.909999967,120,209,9,"8/3/2024",9,6,"Morning",427.9504416,10.6,106,NA,0,NA
241,"0",0,"Scurred",2017,528,2.640000105,105,241,14,"8/3/2024",9,6,"Afternoon",455.53271885,12.45,111,33,0,0
190,"1",0,"Polled",2017,528,1.879999995,120,190,3,"8/3/2024",9,6,"Evening",521.71461045,13.3,109,NA,0,0
201,"1",0,"Scurred",2017,528,2.24000001,114,201,9,"8/3/2024",9,6,"Evening",372.41083315,11.5,107,4,0,0
254,"1",0,"Scurred",2017,528,2.019999981,102,254,2,"8/3/2024",9,6,"Morning",368.04246145,9.1,97,1,0,0
247,"0",0,"Normal",2017,528,2.349999905,104,247,2,"8/3/2024",9,6,"Morning",337.525399,10.8,106,40,0,0
264,"1",0,"Scurred",2017,528,NA,119,264,7,"8/3/2024",9,6,"Evening",623.74813945,11.25,NA,1,0,0
208,"0",0,"Normal",2017,528,2.339999914,121,208,5,"8/3/2024",9,6,"Morning",461.3404665,13.25,108,159,0,0
179,"1",0,"Polled",2017,528,2.210000038,122,179,5,"8/3/2024",10,6,"Afternoon",370.81198855,12.1,105,NA,1,0
222,"0",1,"Normal",2017,528,2.150000095,108,222,7,"8/3/2024",10,6,NA,311.13491865,7.9,97,119,0,NA
252,"0",0,"Normal",2017,528,3.049999952,112,252,3,"8/3/2024",10,6,"Morning",596.88913965,14.7,112,114,0,0
199,"1",0,"Polled",2017,528,2.460000038,122,199,5,"8/3/2024",10,6,"Morning",696.33527445,16.4,117,NA,1,0
237,"0",0,"Normal",2017,528,2.099999905,106,237,8,"8/3/2024",10,6,"Afternoon",523.96920195,9.4,96,34,0,0
268,"0",0,"Normal",2017,528,NA,109,268,2,"8/3/2024",10,6,NA,428.6106509,4.6,85,52,0,0
211,"1",1,"Polled",2017,528,2.150000095,112,211,6,"8/3/2024",10,6,"Evening",383.4025538,10.3,105,NA,0,0
256,"0",0,"Normal",2017,528,2.730000019,100,256,7,"8/3/2024",10,6,"Morning",539.6228687,12.4,105,99,0,NA
258,"0",1,"Scurred",2017,528,2.119999886,102,258,9,"8/3/2024",10,6,"Evening",300.9921416,8.05,100,24,NA,0
269,"0",0,"Normal",2017,528,NA,111,269,4,"8/3/2024",10,6,NA,1064.6299125,9.8,103,82,0,NA
273,"1",0,"Scurred",2017,528,NA,127,273,5.456,"8/3/2024",10,6,"Afternoon",544.79278245,14.15,108,NA,1,0
220,"1",0,"Scurred",2017,528,2.74000001,107,220,5,"8/3/2024",10,6,"Evening",598.3102093,10.3,99,2,0,0
189,"0",0,"Normal",2017,528,2.349999905,112,189,3,"8/3/2024",10,6,"Morning",636.05697215,14.15,101,123,0,NA
210,"0",0,"Normal",2017,528,2.859999895,112,210,9,"8/3/2024",10,6,"Afternoon",469.90099155,12.65,112,138,0,0
265,"1",1,NA,2017,528,NA,3,265,9,"8/3/2024",10,6,NA,802.13054455,2.45,NA,NA,0,NA
200,"1",0,"Normal",2017,528,1.820000052,120,200,4,"8/3/2024",10,6,"Evening",479.9031723,12.2,113,89,1,0
215,"0",0,"Normal",2017,528,3.599999905,111,215,8,"8/3/2024",10,6,"Evening",627.6260806,17,114,172,0,0
169,"1",0,"Normal",2017,528,2.099999905,121,169,4,"8/3/2024",10,6,"Afternoon",458.7381441,9.6,97,76,0,0
272,"0",0,"Scurred",2017,528,NA,124,272,5.456,"8/3/2024",10,6,"Morning",436.28934925,14.25,109,79,0,1
437,"0",0,"Scurred",2019,508,NA,122,437,5.456,"8/3/2024",10,4,"Evening",758.1639007,16.8,117,4,NA,NA
414,"0",0,"Scurred",2019,508,3.349999905,104,414,6,"8/3/2024",10,4,"Morning",671.319769,16.45,109,110,0,0
365,"0",1,"Normal",2019,508,2.380000114,117,365,6,"8/3/2024",10,4,"Evening",671.2181627,13.55,109,65,0,NA
413,"1",0,"Polled",2019,508,1.909999967,104,413,9,"8/3/2024",10,4,"Morning",468.35113825,10.85,107,NA,0,0
420,"1",1,"Polled",2019,508,1.919999957,103,420,7,"8/3/2024",10,4,"Afternoon",496.8618283,10.35,112,NA,0,0
411,"1",0,"Polled",2019,508,2.220000029,108,411,8,"8/3/2024",10,4,"Evening",499.1449125,12.75,112,NA,0,1
374,"1",0,"Normal",2019,508,2,111,374,3,"8/3/2024",10,4,"Afternoon",414.135072,10.35,100,75,0,0
394,"0",0,"Normal",2019,508,2.180000067,107,394,3,"8/3/2024",10,4,"Morning",683.2892144,12.3,108,180,1,1
359,"1",0,"Normal",2019,508,2.400000095,121,359,6,"8/3/2024",10,4,"Afternoon",505.9768761,14.5,111,10,1,1
212,"1",1,"Scurred",2017,528,1.720000029,112,212,6,"8/3/2024",10,6,"Evening",266.27063055,8.55,94,1,0,0
216,"0",0,"Normal",2017,528,2.799999952,108,216,4,"8/3/2024",10,6,"Afternoon",877.8400883,16.15,122,163,0,0
192,"1",0,"Scurred",2017,528,2.799999952,122,192,5,"8/3/2024",10,6,"Morning",744.0779815,16.2,114,2,1,0
257,"0",0,"Scurred",2017,528,2.349999905,103,257,5,"8/3/2024",10,6,"Evening",594.03293655,12.35,110,41,0,0
251,"1",0,"Scurred",2017,528,2.730000019,106,251,7,"8/3/2024",10,6,"Evening",614.5490403,12.2,111,2,0,0
167,"0",0,"Normal",2017,528,2.505000114,121,167,8,"8/3/2024",10,6,"Afternoon",707.0475908,17.15,105,124,0,0
233,"1",0,"Scurred",2017,528,2.299999952,106,233,4,"8/3/2024",10,6,"Morning",518.7840882,14,108,NA,1,0
239,"0",1,"Normal",2017,528,1.669999957,114,239,9,"8/3/2024",10,6,"Evening",249.5782818,9.75,98,98,0,0
16,"1",0,"Scurred",2014,482,2.25,106,16,6,"10/3/2024",11,9,"Morning",626.488051,12.4,116,3,0,0
14,"0",0,"Scurred",2014,482,2.339999914,117,14,4,"10/3/2024",11,9,"Morning",644.18556505,15.5,113,18,0,1
8,"1",0,"Polled",2014,482,2.099999905,109,8,8,"10/3/2024",11,9,"Morning",504.66564535,10.8,104,NA,1,0
17,"0",0,"Normal",2014,482,2.779999971,111,17,6,"10/3/2024",11,9,"Evening",634.0621937,16.25,112,164,1,0
13,"0",0,"Normal",2014,482,2.5,108,13,4,"10/3/2024",11,9,"Afternoon",428.5952345,12.9,105,136,0,0
4,"1",1,"Scurred",2014,482,NA,110,4,5,"10/3/2024",11,9,"Morning",252.7459204,9.8,91,1,1,1
15,"0",0,"Normal",2014,482,2.950000048,106,15,5,"10/3/2024",11,9,"Afternoon",590.68364915,18.7,120,126,0,1
11,"1",0,"Scurred",2014,482,2.299999952,108,11,3,"10/3/2024",11,9,"Afternoon",585.15818575,11.5,99,1,0,1
27,"0",0,"Normal",2014,482,NA,105,27,4,"10/3/2024",11,9,"Evening",754.6241515,18.25,121,147,0,0
21,"1",0,"Polled",2014,482,2.700000048,103,21,11,"10/3/2024",11,9,"Morning",762.1315847,13.5,102,1,1,0
19,"0",1,"Normal",2014,482,2,114,19,6,"10/3/2024",11,9,"Morning",563.20167435,13.35,111,54,0,0
6,"0",1,"Normal",2014,482,1.649999976,109,6,6,"10/3/2024",11,9,"Morning",485.52388595,10.3,102,77,0,0
12,"0",0,"Scurred",2014,482,2.619999886,118,12,7,"10/3/2024",11,9,"Morning",602.8417099,14.8,115,22,0,0
23,"0",0,"Normal",2014,482,2.420000076,106,23,6,"10/3/2024",11,9,"Morning",522.21656915,14.5,111,127,0,0
29,"1",0,"Polled",2014,482,NA,103,29,6,"10/3/2024",11,9,NA,383.1924545,14.8,119,NA,0,NA
22,"0",0,"Normal",2014,482,2.880000114,106,22,2,"10/3/2024",11,9,"Morning",356.50928275,9.8,95,111,0,NA
171,"1",0,"Scurred",2017,528,2.150000095,124,171,5.456,"10/3/2024",11,6,"Afternoon",573.2577082,13.35,106,1,0,1
260,"1",0,"Polled",2017,528,NA,113,260,7,"10/3/2024",11,6,"Morning",444.7059034,13.05,113,NA,0,NA
198,"1",0,"Scurred",2017,528,2.019999981,122,198,5.456,"10/3/2024",11,6,"Morning",396.23524085,11.1,108,2,0,0
238,"1",0,"Normal",2017,528,2.680000067,116,238,4,"10/3/2024",11,6,"Morning",410.919273,13.85,115,77,1,0
246,"0",0,"Normal",2017,528,2.460000038,114,246,9,"10/3/2024",11,6,"Morning",391.39502555,10.5,103,93,0,0
240,"1",1,"Normal",2017,528,1.5,114,240,9,"10/3/2024",11,6,"Evening",214.16570895,6.7,95,43,0,NA
255,"1",0,"Scurred",2017,528,2.099999905,110,255,4,"10/3/2024",11,6,"Afternoon",477.68896115,13.95,115,1,0,0
213,"0",0,"Normal",2017,528,2.75999999,117,213,5,"10/3/2024",11,6,"Evening",814.82528495,15.75,113,166,0,0
185,"0",0,"Normal",2017,528,2.980000019,123,185,5.456,"10/3/2024",11,6,"Morning",518.33972765,16.05,115,168,0,NA
219,"1",0,"Polled",2017,528,2.230000019,113,219,5,"10/3/2024",11,6,"Morning",465.3381524,12.7,108,NA,0,0
218,"0",0,"Normal",2017,528,2.549999952,116,218,4,"10/3/2024",11,6,"Evening",571.6091083,15.05,119,162,0,0
346,"0",0,"Normal",2018,378,NA,119,346,4,"10/3/2024",11,5,"Afternoon",821.81751685,5.65,90,22,0,1
305,"1",0,"Normal",2018,378,2.599999905,114,305,5.456,"10/3/2024",11,5,"Morning",542.90230535,14.4,108,93,1,1
308,"0",0,"Normal",2018,378,1.49000001,109,308,5,"10/3/2024",11,5,NA,670.5660329,11.2,102,124,0,NA
76,"1",0,"Scurred",2015,513,NA,109,76,3,"10/3/2024",12,8,NA,776.80635395,13.2,108,1,0,0
41,"1",0,"Scurred",2015,513,1.5,103,41,3,"10/3/2024",12,8,"Evening",657.97453725,10.75,105,8,0,0
40,"0",0,"Normal",2015,513,2.690000057,106,40,4,"10/3/2024",12,8,NA,619.1857808,12.65,111,145,0,0
74,"0",0,"Normal",2015,513,NA,99,74,7,"10/3/2024",12,8,NA,367.54756145,9.7,103,48,0,NA
36,"0",0,"Normal",2015,513,2.349999905,111,36,5,"10/3/2024",12,8,"Evening",419.0644955,13.95,110,125,1,0
37,"0",0,"Normal",2015,513,2,117,37,3,"10/3/2024",12,8,"Afternoon",586.5784133,11.5,102,118,0,0
45,"0",0,"Normal",2015,513,2.549999952,102,45,5,"10/3/2024",12,8,"Evening",710.71560095,14.95,119,105,1,0
73,"0",0,"Normal",2015,513,NA,65,73,7,"10/3/2024",12,8,NA,423.1160272,13,108,70,0,0
60,"1",0,"Polled",2015,513,2.150000095,101,60,8,"10/3/2024",12,8,"Afternoon",500.2805107,10.5,101,NA,0,NA
68,"1",0,"Polled",2015,513,NA,72,68,7,"10/3/2024",12,8,NA,106.68995705,6.4,NA,NA,0,0
33,"1",0,"Polled",2015,513,1.899999976,116,33,8,"10/3/2024",12,8,"Morning",463.17386815,11.55,106,NA,0,NA
38,"1",0,"Polled",2015,513,1.700000048,109,38,10,"10/3/2024",12,8,"Afternoon",293.9545802,5.75,88,NA,0,0
47,"1",0,"Scurred",2015,513,1.649999976,110,47,5,"10/3/2024",12,8,"Afternoon",590.73159395,12,103,NA,1,0
42,"1",0,"Polled",2015,513,1.700000048,103,42,7,"10/3/2024",12,8,"Morning",392.496064,10.8,106,NA,0,0
75,"0",0,"Normal",2015,513,NA,74,75,9,"10/3/2024",12,8,NA,642.81242905,12.6,110,78,NA,0
65,"0",1,"Normal",2015,513,1.710000038,105,65,6,"10/3/2024",12,8,"Evening",359.83176185,7.65,96,56,0,0
32,"0",0,"Normal",2015,513,2.049999952,131,32,4,"10/3/2024",12,8,"Afternoon",423.1112385,12.6,103,94,0,0
71,"1",0,"Polled",2015,513,NA,95,71,3,"10/3/2024",12,8,NA,609.4601059,11.4,NA,NA,0,1
655,"1",0,"Normal",2022,510,2.180000067,103,655,2,"10/3/2024",12,1,"Morning",476.80738025,9.25,104,82,0,1
620,"0",0,"Normal",2022,510,1.789999962,117,620,4,"10/3/2024",12,1,"Evening",416.93152515,10.85,107,124,0,0
628,"0",1,"Normal",2022,510,1.809999943,115,628,4,"10/3/2024",12,1,"Afternoon",407.8461593,8.3,98,104,0,1
643,"0",0,"Normal",2022,510,2.430000067,107,643,7,"10/3/2024",12,1,"Afternoon",569.24819895,14.7,113,123,0,0
640,"1",0,"Polled",2022,510,2.75,115,640,4,"10/3/2024",12,1,"Morning",545.1013206,13.6,114,NA,1,0
596,"1",0,"Normal",2022,510,2.299999952,125,596,7,"10/3/2024",12,1,"Morning",376.6582653,12.55,105,98,0,1
608,"1",0,"Scurred",2022,510,1.899999976,121,608,3,"10/3/2024",12,1,"Morning",355.23246045,10.95,105,1,0,1
654,"1",0,"Polled",2022,510,2.289999962,103,654,2,"10/3/2024",12,1,"Morning",328.1960477,10.15,102,NA,0,1
600,"1",0,"Scurred",2022,510,2.220000029,123,600,4,"10/3/2024",12,1,"Morning",391.84317295,12,110,32,0,1
618,"0",0,"Normal",2022,510,2.089999914,118,618,5.456,"10/3/2024",12,1,"Afternoon",500.3158243,11.95,107,148,0,0
604,"1",0,"Scurred",2022,510,2.150000095,120,604,7,"10/3/2024",12,1,"Afternoon",502.92761675,10.6,105,2,0,1
662,"1",0,"Scurred",2022,510,NA,120,662,2,"10/3/2024",12,1,"Morning",483.89374375,10.95,103,1,0,1
629,"1",0,"Polled",2022,510,2.269999981,112,629,4,"10/3/2024",12,1,"Morning",548.20035825,12.35,109,NA,0,1
630,"1",0,"Polled",2022,510,2.180000067,114,630,3,"10/3/2024",12,1,"Morning",581.4466185,11.15,106,NA,0,0
631,"0",0,"Normal",2022,510,1.75999999,110,631,12,"10/3/2024",12,1,"Afternoon",579.83020625,11.7,104,99,0,0
592,"1",0,"Normal",2022,510,1.649999976,122,592,9,"10/3/2024",12,1,"Morning",448.53794655,10.55,102,98,0,1
635,"1",0,"Polled",2022,510,2.710000038,108,635,3,"10/3/2024",12,1,"Morning",387.43079595,12.1,105,NA,0,1
624,"0",0,"Normal",2022,510,2.339999914,111,624,4,"10/3/2024",12,1,"Afternoon",475.04572575,12.8,110,148,0,0
638,"1",1,"Scurred",2022,510,2.109999895,103,638,4,"10/3/2024",12,1,"Afternoon",406.3454886,10.05,103,NA,0,1
286,"0",0,"Normal",2018,378,1.580000043,113,286,4,"10/3/2024",13,5,"Evening",735.0023525,12.35,102,117,0,0
296,"1",0,"Polled",2018,378,1.679999948,111,296,3,"10/3/2024",13,5,NA,630.26372045,11.55,99,NA,1,1
290,"1",0,"Scurred",2018,378,1.970000029,112,290,5,"10/3/2024",13,5,"Evening",576.4066388,12.15,103,4,1,1
343,"0",0,"Normal",2018,378,2.430000067,102,343,5,"10/3/2024",13,5,NA,541.08482495,12.85,109,102,0,0
350,"0",0,"Normal",2018,378,NA,123,350,7,"10/3/2024",13,5,"Morning",586.89574105,NA,110,173,1,0
323,"0",0,"Normal",2018,378,1.860000014,107,323,6,"10/3/2024",13,5,NA,609.9352961,10.95,99,62,0,1
306,"1",0,"Scurred",2018,378,1.980000019,110,306,6,"10/3/2024",13,5,"Evening",463.9270766,13.8,113,1,1,1
354,"1",0,"Scurred",2018,378,NA,128,354,6,"10/3/2024",13,5,"Morning",415.2192454,14.4,117,2,1,1
284,"0",0,"Normal",2018,378,2.279999971,113,284,6,"10/3/2024",13,5,"Afternoon",651.7169202,15.95,115,121,0,1
328,"0",0,"Normal",2018,378,2.720000029,106,328,8,"10/3/2024",13,5,NA,678.65144455,16.35,121,96,0,1
319,"1",0,"Normal",2018,378,2.5,107,319,3,"10/3/2024",13,5,"Evening",625.7905663,15.5,113,25,1,1
352,"1",0,"Polled",2018,378,NA,123,352,4,"10/3/2024",13,5,"Morning",1075.736213,NA,95,NA,0,1
315,"1",0,"Polled",2018,378,1.940000057,117,315,4,"10/3/2024",13,5,"Morning",495.060222,13,108,NA,1,0
322,"1",0,"Normal",2018,378,2.019999981,110,322,10,"10/3/2024",13,5,"Afternoon",550.02895895,13.05,113,75,1,1
335,"1",0,"Polled",2018,378,2.119999886,104,335,10,"10/3/2024",13,5,NA,452.5719732,11.6,107,NA,0,0
277,"1",1,"Polled",2018,378,1.5,121,277,5,"10/3/2024",13,5,NA,499.597697,12.65,108,NA,1,1
283,"0",0,"Normal",2018,378,2,124,283,5,"10/3/2024",13,5,"Morning",481.29569235,11.85,107,107,0,1
317,"0",0,"Normal",2018,378,1.820000052,112,317,3,"10/3/2024",13,5,"Afternoon",514.6861325,11.3,106,111,0,0
327,"1",1,"Polled",2018,378,1.74000001,108,327,6,"10/3/2024",13,5,"Evening",626.5294669,10.35,103,NA,1,0
483,"0",0,"Normal",2020,502,NA,129,483,5.456,"10/3/2024",13,3,"Afternoon",535.0248785,15.4,109,141,0,1
469,"1",0,"Polled",2020,502,NA,127,469,2,"10/3/2024",13,3,"Afternoon",525.25520335,11.25,110,NA,0,0
470,"1",0,"Scurred",2020,502,NA,127,470,7,"10/3/2024",13,3,"Morning",601.87406815,15.2,114,1,0,1
467,"1",1,"Scurred",2020,502,NA,122,467,5,"10/3/2024",13,3,"Morning",774.07809165,13.25,109,NA,0,1
486,"0",0,"Normal",2020,502,NA,129,486,5.456,"10/3/2024",13,3,"Afternoon",521.50018515,15.75,104,192,NA,1
440,"0",0,"Normal",2020,502,2.700000048,118,440,6,"10/3/2024",13,3,"Afternoon",476.86168735,13.8,109,121,0,1
489,"0",0,"Scurred",2020,502,NA,129,489,4,"10/3/2024",13,3,"Morning",632.4498878,14.45,114,33,0,0
478,"1",1,"Polled",2020,502,NA,117,478,8,"10/3/2024",13,3,"Afternoon",746.09220575,11.4,114,NA,1,0
472,"1",0,"Polled",2020,502,NA,122,472,2,"10/3/2024",13,3,"Morning",356.8457421,8.1,106,NA,0,0
484,"0",0,"Normal",2020,502,NA,129,484,5.456,"10/3/2024",13,3,"Afternoon",559.89026505,15.85,112,172,0,1
460,"1",1,"Polled",2020,502,NA,129,460,7,"10/3/2024",13,3,"Morning",569.62170305,10.8,106,NA,0,0
479,"0",0,"Normal",2020,502,NA,128,479,5.456,"10/3/2024",13,3,"Morning",516.21881385,13.9,103,160,0,1
481,"0",0,"Normal",2020,502,NA,128,481,6,"10/3/2024",13,3,"Afternoon",790.36989605,18.95,121,194,0,1
448,"0",1,"Normal",2020,502,2.50999999,107,448,8,"10/3/2024",13,3,"Afternoon",489.75606525,10.15,105,110,0,1
475,"0",0,"Normal",2020,502,NA,125,475,2,"10/3/2024",13,3,"Afternoon",442.67800255,11.25,105,117,0,1
463,"1",0,"Normal",2020,502,NA,128,463,5.456,"10/3/2024",13,3,"Morning",691.29458045,13,113,70,1,1
447,"1",1,"Scurred",2020,502,2.279999971,108,447,4,"10/3/2024",13,3,"Afternoon",376.86607395,9.5,102,NA,1,1
461,"0",0,"Normal",2020,502,NA,129,461,4,"10/3/2024",13,3,"Morning",734.18295555,16.5,116,102,1,1
471,"1",0,"Polled",2020,502,NA,126,471,10,"10/3/2024",13,3,"Afternoon",435.82614545,12.6,109,NA,1,0
650,"0",1,"Normal",2022,510,1.700000048,110,650,4,"10/3/2024",14,1,"Afternoon",332.7287583,9.4,97,74,0,0
647,"1",0,"Polled",2022,510,2.390000105,106,647,4,"10/3/2024",14,1,"Morning",355.04889045,12.4,111,NA,0,1
619,"0",0,"Scurred",2022,510,2.049999952,111,619,4,"10/3/2024",14,1,"Morning",477.4058557,12.85,106,41,0,0
594,"1",0,"Scurred",2022,510,1.340000033,123,594,2,"10/3/2024",14,1,"Afternoon",202.990874,7.55,92,17,0,0
